Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No,Body Style,Dealer_Region
C_CND_009196,12/4/2022,Male,43258,Clay Johnson Auto Sales,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,78758-7841,SUV,Austin
C_CND_009197,12/4/2022,Female,101785,Rabun Used Car Sales,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,85257-3102,Hardtop,Janesville
C_CND_009198,12/4/2022,Male,31859,Enterprise Rent A Car,Acura,TL,Overhead Camshaft,Manual,Pale White,14001,60504-7114,Hatchback,Aurora
C_CND_009199,12/4/2022,Female,54077,Progressive Shippers Cooperative Association No,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45001,53546-9427,Hardtop,Pasco
C_CND_009200,12/4/2022,Male,44675,Hatfield Volkswagen,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45001,99301-3882,Passenger,Pasco
C_CND_009201,12/4/2022,Male,70152,Iceberg Rentals,Ford,Mustang,Overhead Camshaft,Manual,Red,25001,53546-9427,Hatchback,Janesville
C_CND_009202,12/4/2022,Male,107519,Suburban Ford,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,53546-9427,Passenger,Janesville
C_CND_009203,12/4/2022,Male,96551,Suburban Ford,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,53546-9427,Hardtop,Janesville
C_CND_009204,12/4/2022,Male,115681,U-Haul CO,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,78758-7841,Hatchback,Austin
C_CND_009205,12/4/2022,Male,102616,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,Middletown
C_CND_009206,12/4/2022,Male,119743,C & M Motors Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27101,60504-7114,Sedan,Aurora
C_CND_009207,12/4/2022,Male,44318,Capitol KIA,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26000,38701-8047,Passenger,Greenville
C_CND_009208,12/4/2022,Male,43903,Chrysler of Tri-Cities,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,99301-3882,Sedan,Pasco
C_CND_009209,12/4/2022,Male,64596,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,53546-9427,Sedan,Janesville
C_CND_009210,12/4/2022,Female,40513,Classic Chevy,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,85257-3102,Hatchback,Scottsdale
C_CND_009211,12/4/2022,Male,32125,Clay Johnson Auto Sales,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,78758-7841,Sedan,Austin
C_CND_009212,12/4/2022,Female,88274,Diehl Motor CO Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19500,06457-3834,SUV,Middletown
C_CND_009213,12/4/2022,Male,102226,Enterprise Rent A Car,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Sedan,Aurora
C_CND_009214,12/4/2022,Male,107800,Gartner Buick Hyundai Saab,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,38701-8047,Sedan,Greenville
C_CND_009215,12/4/2022,Male,47125,Hatfield Volkswagen,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,99301-3882,Sedan,Pasco
C_CND_009216,12/4/2022,Male,124444,Iceberg Rentals,Toyota,Sienna,Overhead Camshaft,Manual,Red,19000,53546-9427,Passenger,Janesville
C_CND_009217,12/4/2022,Male,125750,McKinney Dodge Chrysler Jeep,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,85257-3102,Sedan,Scottsdale
C_CND_009218,12/4/2022,Female,67715,C & M Motors Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Hardtop,Aurora
C_CND_009219,12/4/2022,Male,54423,Nebo Chevrolet,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16000,06457-3834,Passenger,Middletown
C_CND_009220,12/4/2022,Male,104524,C & M Motors Inc,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,60504-7114,Sedan,Aurora
C_CND_009221,12/4/2022,Male,82317,Capitol KIA,Volvo,C70,Overhead Camshaft,Manual,Red,82001,38701-8047,Hatchback,Greenville
C_CND_009222,12/4/2022,Male,110779,Chrysler of Tri-Cities,Saturn,LW,Overhead Camshaft,Manual,Red,49001,99301-3882,Hatchback,Pasco
C_CND_009223,12/4/2022,Male,120314,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,24501,53546-9427,SUV,Janesville
C_CND_009224,12/4/2022,Male,139696,Classic Chevy,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,85257-3102,Hatchback,Scottsdale
C_CND_009225,12/4/2022,Female,116724,Clay Johnson Auto Sales,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19001,78758-7841,Sedan,Austin
C_CND_009226,12/4/2022,Male,72009,Diehl Motor CO Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31000,06457-3834,Hatchback,Middletown
C_CND_009227,12/4/2022,Male,93711,Enterprise Rent A Car,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,49000,60504-7114,SUV,Aurora
C_CND_009228,12/4/2022,Male,58475,Gartner Buick Hyundai Saab,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Hatchback,Greenville
C_CND_009229,12/4/2022,Male,50411,Hatfield Volkswagen,Audi,A6,Overhead Camshaft,Manual,Black,85500,99301-3882,SUV,Pasco
C_CND_009230,12/4/2022,Male,118113,Iceberg Rentals,Dodge,Dakota,Overhead Camshaft,Manual,Red,12000,53546-9427,Sedan,Janesville
C_CND_009231,12/4/2022,Male,122499,McKinney Dodge Chrysler Jeep,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15500,85257-3102,SUV,Scottsdale
C_CND_009232,12/4/2022,Male,99084,Motor Vehicle Branch Office,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,78758-7841,SUV,Austin
C_CND_009233,12/4/2022,Male,95982,Nebo Chevrolet,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39500,06457-3834,Sedan,Middletown
C_CND_009234,12/4/2022,Male,144823,New Castle Ford Lincoln Mercury,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,60504-7114,SUV,Aurora
C_CND_009235,12/4/2022,Male,107979,Pars Auto Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,38701-8047,SUV,Greenville
C_CND_009236,12/4/2022,Male,55119,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,Passenger,Pasco
C_CND_009237,12/4/2022,Male,33632,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,53546-9427,Passenger,Janesville
C_CND_009238,12/4/2022,Male,130777,Race Car Help,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,31000,78758-7841,Sedan,Greenville
C_CND_009239,12/4/2022,Male,62182,Ryder Truck Rental and Leasing,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,06457-3834,Passenger,Pasco
C_CND_009240,12/4/2022,Male,101095,Saab-Belle Dodge,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,33500,60504-7114,SUV,Janesville
C_CND_009241,12/4/2022,Male,141023,Progressive Shippers Cooperative Association No,Ford,Focus,Overhead Camshaft,Manual,Black,49750,53546-9427,Hardtop,Janesville
C_CND_009242,12/4/2022,Male,100859,Star Enterprises Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,99301-3882,Hatchback,Austin
C_CND_009243,12/4/2022,Male,58009,Suburban Ford,Saab,5-Sep,DoubleÂ Overhead Camshaft,Auto,Black,41000,53546-9427,Hatchback,Middletown
C_CND_009244,12/4/2022,Male,140934,Tri-State Mack Inc,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,85257-3102,Hatchback,Aurora
C_CND_009245,12/4/2022,Male,47803,U-Haul CO,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,78758-7841,Hatchback,Greenville
C_CND_009246,12/4/2022,Male,52573,Progressive Shippers Cooperative Association No,Honda,Accord,Overhead Camshaft,Manual,Black,43000,53546-9427,Sedan,Pasco
C_CND_009247,12/4/2022,Male,144861,Ryder Truck Rental and Leasing,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,06457-3834,Hardtop,Middletown
C_CND_009248,12/4/2022,Male,116817,Race Car Help,Mercury,Cougar,Overhead Camshaft,Manual,Red,22000,78758-7841,Hatchback,Scottsdale
C_CND_009249,12/4/2022,Male,42572,Ryder Truck Rental and Leasing,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,Austin
C_CND_009250,12/4/2022,Female,132491,Classic Chevy,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,85257-3102,Hardtop,Scottsdale
C_CND_009251,12/4/2022,Male,141398,Scrivener Performance Engineering,Chrysler,Town & Country,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,38701-8047,Sedan,Aurora
C_CND_009252,12/4/2022,Female,49703,Tri-State Mack Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,85257-3102,Hardtop,Scottsdale
C_CND_009253,12/4/2022,Male,89140,Suburban Ford,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71000,53546-9427,Passenger,Pasco
C_CND_009254,12/4/2022,Male,130556,Ryder Truck Rental and Leasing,Ford,Focus,Overhead Camshaft,Manual,Red,17000,06457-3834,Hardtop,Middletown
C_CND_009255,12/4/2022,Male,34834,U-Haul CO,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,13500,78758-7841,Hatchback,Scottsdale
C_CND_009256,12/5/2022,Male,90402,Star Enterprises Inc,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18500,99301-3882,Hatchback,Pasco
C_CND_009257,12/5/2022,Male,99947,Suburban Ford,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19100,53546-9427,Sedan,Janesville
C_CND_009258,12/5/2022,Male,36852,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33000,85257-3102,Passenger,Scottsdale
C_CND_009259,12/5/2022,Male,56838,U-Haul CO,Dodge,Stratus,Overhead Camshaft,Manual,Red,25200,78758-7841,Hatchback,Austin
C_CND_009260,12/5/2022,Male,139126,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,Sedan,Middletown
C_CND_009261,12/5/2022,Male,72352,C & M Motors Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,60504-7114,Hatchback,Aurora
C_CND_009262,12/5/2022,Male,87334,Capitol KIA,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,69700,38701-8047,Hatchback,Greenville
C_CND_009263,12/5/2022,Male,57291,Chrysler of Tri-Cities,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,57750,99301-3882,Hatchback,Pasco
C_CND_009264,12/5/2022,Male,139580,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,53546-9427,Hatchback,Janesville
C_CND_009265,12/5/2022,Male,83411,Classic Chevy,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,85257-3102,Hatchback,Austin
C_CND_009266,12/5/2022,Female,64667,Clay Johnson Auto Sales,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,78758-7841,SUV,Austin
C_CND_009267,12/5/2022,Male,67374,Diehl Motor CO Inc,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,Hatchback,Middletown
C_CND_009268,12/5/2022,Male,113860,Gartner Buick Hyundai Saab,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,38701-8047,Hardtop,Greenville
C_CND_009269,12/5/2022,Male,139215,Motor Vehicle Branch Office,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14001,78758-7841,Hatchback,Austin
C_CND_009270,12/5/2022,Male,112216,Nebo Chevrolet,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60001,06457-3834,Passenger,Middletown
C_CND_009271,12/5/2022,Male,102878,New Castle Ford Lincoln Mercury,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14001,60504-7114,SUV,Aurora
C_CND_009272,12/5/2022,Male,37685,Pars Auto Sales,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19501,38701-8047,Passenger,Greenville
C_CND_009273,12/5/2022,Male,33581,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28001,99301-3882,Passenger,Pasco
C_CND_009274,12/5/2022,Male,121469,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60501,53546-9427,Sedan,Janesville
C_CND_009275,12/5/2022,Male,35749,Rabun Used Car Sales,Mercury,Cougar,Overhead Camshaft,Manual,Red,22001,85257-3102,Hatchback,Scottsdale
C_CND_009276,12/5/2022,Male,139534,Race Car Help,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22001,78758-7841,Hatchback,Austin
C_CND_009277,12/5/2022,Male,146006,Ryder Truck Rental and Leasing,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28001,06457-3834,Hatchback,Middletown
C_CND_009278,12/5/2022,Male,125827,Saab-Belle Dodge,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31501,60504-7114,Hatchback,Aurora
C_CND_009279,12/5/2022,Male,33272,Scrivener Performance Engineering,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21101,38701-8047,SUV,Greenville
C_CND_009280,12/5/2022,Male,63973,Diehl Motor CO Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,Hardtop,Middletown
C_CND_009281,12/5/2022,Male,47909,Pars Auto Sales,Chrysler,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,Black,16500,38701-8047,SUV,Greenville
C_CND_009282,12/5/2022,Male,78628,Pitre Buick-Pontiac-Gmc of Scottsdale,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20300,99301-3882,SUV,Pasco
C_CND_009283,12/5/2022,Male,86375,Rabun Used Car Sales,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24500,85257-3102,Passenger,Scottsdale
C_CND_009284,12/5/2022,Male,36283,Race Car Help,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,78758-7841,Hatchback,Austin
C_CND_009285,12/5/2022,Female,104064,Enterprise Rent A Car,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Hardtop,Aurora
C_CND_009286,12/5/2022,Male,97362,Saab-Belle Dodge,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,60504-7114,Sedan,Aurora
C_CND_009287,12/5/2022,Male,64193,Scrivener Performance Engineering,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,38701-8047,SUV,Greenville
C_CND_009288,12/5/2022,Male,99977,Star Enterprises Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001,99301-3882,SUV,Pasco
C_CND_009289,12/5/2022,Male,139060,Suburban Ford,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hatchback,Janesville
C_CND_009290,12/5/2022,Male,44313,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,85257-3102,SUV,Scottsdale
C_CND_009291,12/5/2022,Male,121786,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,78758-7841,Sedan,Austin
C_CND_009292,12/5/2022,Male,136208,Rabun Used Car Sales,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,85257-3102,SUV,Scottsdale
C_CND_009293,12/5/2022,Male,83670,Race Car Help,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,78758-7841,SUV,Austin
C_CND_009294,12/5/2022,Male,52934,Ryder Truck Rental and Leasing,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27001,06457-3834,SUV,Middletown
C_CND_009295,12/5/2022,Male,132692,Saab-Belle Dodge,Subaru,Outback,Overhead Camshaft,Manual,Red,49000,60504-7114,SUV,Aurora
C_CND_009296,12/5/2022,Male,71292,Scrivener Performance Engineering,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45250,38701-8047,Passenger,Greenville
C_CND_009297,12/5/2022,Male,147736,Star Enterprises Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20500,99301-3882,Passenger,Pasco
C_CND_009298,12/5/2022,Female,115668,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Sedan,Janesville
C_CND_009299,12/5/2022,Male,147751,Tri-State Mack Inc,Volvo,S40,Overhead Camshaft,Manual,Black,36000,85257-3102,Sedan,Scottsdale
C_CND_009300,12/5/2022,Male,142806,U-Haul CO,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,15000,78758-7841,SUV,Austin
C_CND_009301,12/5/2022,Female,97834,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,53546-9427,SUV,Janesville
C_CND_009302,12/5/2022,Male,76042,Rabun Used Car Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,85257-3102,Passenger,Scottsdale
C_CND_009303,12/5/2022,Male,50449,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,78758-7841,SUV,Austin
C_CND_009304,12/5/2022,Male,82706,Buddy Storbeck's Diesel Service Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,06457-3834,Sedan,Austin
C_CND_009305,12/5/2022,Female,60192,C & M Motors Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Hatchback,Middletown
C_CND_009306,12/5/2022,Male,124673,Capitol KIA,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13000,38701-8047,Hatchback,Aurora
C_CND_009307,12/5/2022,Female,56623,Chrysler of Tri-Cities,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,99301-3882,SUV,Greenville
C_CND_009308,12/5/2022,Male,122197,Chrysler Plymouth,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,53546-9427,Sedan,Pasco
C_CND_009309,12/5/2022,Male,52922,Classic Chevy,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19100,85257-3102,Passenger,Janesville
C_CND_009310,12/5/2022,Male,36993,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15000,53546-9427,Hardtop,Janesville
C_CND_009311,12/5/2022,Male,146915,Diehl Motor CO Inc,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Sedan,Austin
C_CND_009312,12/5/2022,Male,146667,Enterprise Rent A Car,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Sedan,Middletown
C_CND_009313,12/5/2022,Male,59603,Gartner Buick Hyundai Saab,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,38701-8047,SUV,Aurora
C_CND_009314,12/5/2022,Female,56088,Nebo Chevrolet,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,Hardtop,Middletown
C_CND_009315,12/5/2022,Male,131690,Iceberg Rentals,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21500,53546-9427,SUV,Pasco
C_CND_009316,12/6/2022,Female,86176,Enterprise Rent A Car,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Red,21000,60504-7114,Hatchback,Aurora
C_CND_009317,12/6/2022,Male,52346,Gartner Buick Hyundai Saab,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,Hatchback,Greenville
C_CND_009318,12/6/2022,Female,146762,Hatfield Volkswagen,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,Hatchback,Pasco
C_CND_009319,12/6/2022,Male,55758,Iceberg Rentals,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Sedan,Janesville
C_CND_009320,12/6/2022,Male,135949,McKinney Dodge Chrysler Jeep,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,85257-3102,SUV,Scottsdale
C_CND_009321,12/6/2022,Female,79181,Motor Vehicle Branch Office,BMW,528i,Overhead Camshaft,Manual,Black,21001,78758-7841,SUV,Austin
C_CND_009322,12/6/2022,Male,71794,Nebo Chevrolet,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,06457-3834,Hatchback,Middletown
C_CND_009323,12/6/2022,Male,75601,New Castle Ford Lincoln Mercury,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41001,60504-7114,Hatchback,Aurora
C_CND_009324,12/6/2022,Male,35715,Pars Auto Sales,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22501,38701-8047,SUV,Greenville
C_CND_009325,12/6/2022,Female,141055,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15001,99301-3882,Hatchback,Pasco
C_CND_009326,12/6/2022,Male,112689,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,53546-9427,Sedan,Janesville
C_CND_009327,12/6/2022,Female,48533,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,85257-3102,Sedan,Scottsdale
C_CND_009328,12/6/2022,Female,81703,Race Car Help,Ford,Escort,Overhead Camshaft,Manual,Black,11001,78758-7841,Passenger,Austin
C_CND_009329,12/6/2022,Male,109090,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39501,06457-3834,Sedan,Middletown
C_CND_009330,12/6/2022,Male,135956,Saab-Belle Dodge,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Hatchback,Aurora
C_CND_009331,12/6/2022,Female,31544,Scrivener Performance Engineering,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,38701-8047,Sedan,Greenville
C_CND_009332,12/6/2022,Female,78786,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85000,99301-3882,Passenger,Pasco
C_CND_009333,12/6/2022,Female,127693,Suburban Ford,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,53546-9427,Hatchback,Janesville
C_CND_009334,12/6/2022,Male,76104,Tri-State Mack Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Passenger,Scottsdale
C_CND_009335,12/6/2022,Male,92097,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,Austin
C_CND_009336,12/6/2022,Male,148356,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,53546-9427,Passenger,Janesville
C_CND_009337,12/6/2022,Male,72686,Rabun Used Car Sales,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31200,85257-3102,Hatchback,Scottsdale
C_CND_009338,12/6/2022,Male,70894,Race Car Help,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,78758-7841,Sedan,Austin
C_CND_009339,12/6/2022,Female,86453,Ryder Truck Rental and Leasing,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,06457-3834,Sedan,Middletown
C_CND_009340,12/6/2022,Male,51680,Star Enterprises Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22001,99301-3882,SUV,Pasco
C_CND_009341,12/6/2022,Male,126222,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,53546-9427,Passenger,Janesville
C_CND_009342,12/6/2022,Male,129399,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,SUV,Scottsdale
C_CND_009343,12/6/2022,Male,45179,U-Haul CO,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Red,29001,78758-7841,Passenger,Austin
C_CND_009344,12/6/2022,Male,78030,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,53546-9427,Hatchback,Janesville
C_CND_009345,12/6/2022,Male,122701,Rabun Used Car Sales,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,SUV,Scottsdale
C_CND_009346,12/6/2022,Male,110488,Hatfield Volkswagen,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28001,99301-3882,Hardtop,Pasco
C_CND_009347,12/6/2022,Male,139636,Ryder Truck Rental and Leasing,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23001,06457-3834,Sedan,Middletown
C_CND_009348,12/6/2022,Male,76571,C & M Motors Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,Janesville
C_CND_009349,12/6/2022,Male,141254,Scrivener Performance Engineering,Saturn,LW,Overhead Camshaft,Manual,Pale White,13001,38701-8047,Hatchback,Greenville
C_CND_009350,12/6/2022,Male,89396,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,99301-3882,SUV,Pasco
C_CND_009351,12/6/2022,Male,52135,Suburban Ford,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24001,53546-9427,Sedan,Janesville
C_CND_009352,12/6/2022,Female,107556,Tri-State Mack Inc,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21501,85257-3102,Hatchback,Scottsdale
C_CND_009353,12/6/2022,Male,138707,U-Haul CO,Dodge,Durango,Overhead Camshaft,Manual,Black,22201,78758-7841,SUV,Austin
C_CND_009354,12/6/2022,Male,82730,Buddy Storbeck's Diesel Service Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31501,06457-3834,Hatchback,Middletown
C_CND_009355,12/6/2022,Male,119979,C & M Motors Inc,BMW,528i,Overhead Camshaft,Manual,Red,29001,60504-7114,SUV,Aurora
C_CND_009356,12/6/2022,Male,118097,Capitol KIA,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,38701-8047,Sedan,Greenville
C_CND_009357,12/6/2022,Male,113299,Chrysler of Tri-Cities,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,99301-3882,Sedan,Pasco
C_CND_009358,12/6/2022,Male,72866,Chrysler Plymouth,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9001,53546-9427,Hatchback,Janesville
