Gender,Annual Income,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No,Body Style,Dealer_Region,Year,Month
Female,44325,Dodge,Stratus,DoubleOverhead Camshaft,Auto,Red,31000,993013882,Hatchback,Pasco,2023,3
Male,54233,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,852573102,SUV,Austin,2023,3
Female,112875,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,24000,787587841,SUV,Austin,2023,3
Male,82108,Pontiac,Grand Prix,DoubleOverhead Camshaft,Auto,Pale White,42501,993013882,Passenger,Greenville,2023,3
Female,77161,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34001,535469427,Passenger,Pasco,2023,3
Male,46597,BMW,528i,Overhead Camshaft,Manual,Red,25001,852573102,SUV,Janesville,2023,3
Male,139391,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11000,993013882,SUV,Pasco,2023,3
Male,61055,Lexus,LS400,DoubleOverhead Camshaft,Auto,Black,22001,64573834,Sedan,Austin,2023,3
Male,118966,Mitsubishi,Mirage,DoubleOverhead Camshaft,Auto,Black,9001,605047114,SUV,Middletown,2023,3
Male,42522,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21001,387018047,Passenger,Aurora,2023,3
Male,118922,Porsche,Carrera Cabrio,DoubleOverhead Camshaft,Auto,Pale White,32001,993013882,Passenger,Greenville,2023,3
Male,30461,Honda,Accord,Overhead Camshaft,Manual,Red,14001,535469427,Sedan,Pasco,2023,3
Male,110520,Chrysler,Concorde,DoubleOverhead Camshaft,Auto,Pale White,46000,535469427,Hatchback,Janesville,2023,3
Male,93419,Pontiac,Bonneville,DoubleOverhead Camshaft,Auto,Pale White,20000,64573834,Hatchback,Middletown,2023,3
Male,82318,Dodge,Ram Wagon,DoubleOverhead Camshaft,Auto,Black,22000,993013882,Passenger,Pasco,2023,3
Male,93360,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,20000,787587841,Passenger,Austin,2023,3
Female,142575,Ford,Taurus,Overhead Camshaft,Manual,Black,43001,852573102,SUV,Janesville,2023,3
Male,55378,Acura,RL,Overhead Camshaft,Manual,Red,17000,852573102,SUV,Scottsdale,2023,3
Male,32344,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,787587841,Passenger,Austin,2023,3
Male,91202,Volvo,S40,DoubleOverhead Camshaft,Auto,Pale White,42000,64573834,Sedan,Middletown,2023,3
Male,142543,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,605047114,SUV,Aurora,2023,3
Male,146757,Saturn,LW,Overhead Camshaft,Manual,Red,49000,387018047,Hatchback,Greenville,2023,3
Male,57595,Ford,Focus,Overhead Camshaft,Manual,Red,24000,787587841,SUV,Austin,2023,3
Male,100263,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,535469427,SUV,Janesville,2023,3
Female,41244,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,852573102,Hatchback,Scottsdale,2023,3
Female,89337,Buick,Regal,DoubleOverhead Camshaft,Auto,Pale White,46000,787587841,Passenger,Austin,2023,3
Female,31836,Toyota,4Runner,DoubleOverhead Camshaft,Auto,Red,35800,535469427,Sedan,Janesville,2023,3
Female,90643,BMW,323i,DoubleOverhead Camshaft,Auto,Black,9500,852573102,Hatchback,Scottsdale,2023,3
Male,52421,Plymouth,Breeze,DoubleOverhead Camshaft,Auto,Red,39100,993013882,SUV,Pasco,2023,3
Male,103959,Ford,Mustang,Overhead Camshaft,Manual,Black,22001,787587841,Hatchback,Scottsdale,2023,3
Male,40331,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20001,64573834,Hatchback,Austin,2023,3
Male,121735,Toyota,Avalon,DoubleOverhead Camshaft,Auto,Pale White,18001,605047114,Sedan,Janesville,2023,3
Male,40186,Mitsubishi,Diamante,DoubleOverhead Camshaft,Auto,Pale White,21000,605047114,Hatchback,Aurora,2023,4
Male,42508,Volvo,V70,DoubleOverhead Camshaft,Auto,Black,39000,387018047,Passenger,Greenville,2023,4
Female,39874,Nissan,Quest,Overhead Camshaft,Manual,Black,19001,993013882,SUV,Pasco,2023,4
Male,141786,Chrysler,LHS,DoubleOverhead Camshaft,Auto,Black,26501,535469427,Hatchback,Janesville,2023,4
Female,90793,Honda,Accord,Overhead Camshaft,Manual,Black,43000,852573102,Sedan,Scottsdale,2023,4
Male,82043,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54000,787587841,Sedan,Austin,2023,4
Female,49908,Dodge,Durango,DoubleOverhead Camshaft,Auto,Red,22000,64573834,SUV,Middletown,2023,4
Male,90072,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,605047114,SUV,Aurora,2023,4
Female,102253,Chevrolet,Camaro,DoubleOverhead Camshaft,Auto,Pale White,17000,387018047,Sedan,Greenville,2023,4
Male,82467,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25400,993013882,Hatchback,Pasco,2023,4
Male,138075,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,535469427,Hatchback,Janesville,2023,4
Male,78285,Chevrolet,Metro,DoubleOverhead Camshaft,Auto,Pale White,19500,852573102,Passenger,Scottsdale,2023,4
Male,131861,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,787587841,Passenger,Austin,2023,4
Male,92896,Chrysler,Cirrus,DoubleOverhead Camshaft,Auto,Red,12000,64573834,Passenger,Middletown,2023,4
Female,77448,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,605047114,SUV,Aurora,2023,4
Male,77037,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,387018047,Hatchback,Greenville,2023,4
Female,143604,Chevrolet,Prizm,DoubleOverhead Camshaft,Auto,Red,15000,993013882,Hatchback,Pasco,2023,4
Male,50444,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,535469427,Sedan,Janesville,2023,4
Male,125594,Saturn,SC,Overhead Camshaft,Manual,Red,61500,605047114,SUV,Aurora,2023,4
Male,50011,Chrysler,Concorde,DoubleOverhead Camshaft,Auto,Black,12000,605047114,SUV,Aurora,2023,4
Male,85283,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,535469427,Sedan,Janesville,2023,4
Male,144204,Acura,TL,DoubleOverhead Camshaft,Auto,Red,29000,852573102,Hatchback,Scottsdale,2023,4
Male,45085,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,787587841,SUV,Austin,2023,4
Female,120916,Lexus,GS300,Overhead Camshaft,Manual,Red,17000,64573834,Passenger,Middletown,2023,4
Male,119790,Chrysler,300M,DoubleOverhead Camshaft,Auto,Pale White,22000,605047114,SUV,Aurora,2023,4
Male,75340,Audi,A4,Overhead Camshaft,Manual,Pale White,12001,605047114,SUV,Aurora,2023,4
Male,30907,Oldsmobile,Bravada,DoubleOverhead Camshaft,Auto,Red,19000,993013882,Hatchback,Pasco,2023,4
Male,35402,Toyota,RAV4,DoubleOverhead Camshaft,Auto,Pale White,27000,535469427,Hatchback,Janesville,2023,4
Male,92365,Chevrolet,Camaro,DoubleOverhead Camshaft,Auto,Red,24000,852573102,Sedan,Scottsdale,2023,4
Male,119628,Porsche,Carrera Cabrio,DoubleOverhead Camshaft,Auto,Pale White,32000,787587841,Passenger,Austin,2023,4
Female,115809,Mercury,Sable,DoubleOverhead Camshaft,Auto,Red,39001,64573834,Sedan,Middletown,2023,4
Male,61227,Toyota,Land Cruiser,DoubleOverhead Camshaft,Auto,Black,21301,605047114,SUV,Aurora,2023,4
Male,68597,Buick,Park Avenue,DoubleOverhead Camshaft,Auto,Pale White,62001,387018047,Hatchback,Greenville,2023,4
Male,30774,Dodge,Caravan,DoubleOverhead Camshaft,Auto,Black,23000,387018047,SUV,Greenville,2023,4
Female,115316,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,535469427,Passenger,Janesville,2023,4
Female,88341,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,852573102,Sedan,Scottsdale,2023,4
Female,85639,Lexus,ES300,DoubleOverhead Camshaft,Auto,Pale White,27000,993013882,SUV,Pasco,2023,4
Male,48910,Saturn,LW,DoubleOverhead Camshaft,Auto,Pale White,18000,64573834,Hatchback,Middletown,2023,4
Male,125532,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,605047114,Passenger,Aurora,2023,4
Male,107195,Chrysler,LHS,DoubleOverhead Camshaft,Auto,Pale White,20000,387018047,Hatchback,Greenville,2023,4
Male,38226,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,535469427,SUV,Janesville,2023,4
Female,136603,Pontiac,Grand Am,DoubleOverhead Camshaft,Auto,Red,19150,535469427,SUV,Janesville,2023,4
Female,58020,Volkswagen,Cabrio,DoubleOverhead Camshaft,Auto,Pale White,17000,852573102,Sedan,Scottsdale,2023,4
Male,77194,Subaru,Forester,DoubleOverhead Camshaft,Auto,Red,23000,64573834,SUV,Middletown,2023,4
Male,48617,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,64573834,Passenger,Middletown,2023,4
Male,114825,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,605047114,Passenger,Aurora,2023,4
Male,133292,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29500,387018047,SUV,Greenville,2023,4
Male,36263,Toyota,Celica,DoubleOverhead Camshaft,Auto,Pale White,45500,993013882,SUV,Pasco,2023,4
Male,44822,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,535469427,Sedan,Janesville,2023,4
Female,109775,Plymouth,Voyager,DoubleOverhead Camshaft,Auto,Pale White,22000,852573102,Passenger,Scottsdale,2023,4
Female,58147,Pontiac,Grand Prix,DoubleOverhead Camshaft,Auto,Red,19000,787587841,Passenger,Austin,2023,4
Male,75686,Cadillac,Escalade,DoubleOverhead Camshaft,Auto,Black,26001,64573834,Sedan,Middletown,2023,4
Female,86466,Volvo,S70,Overhead Camshaft,Manual,Black,22000,605047114,SUV,Aurora,2023,4
Male,91800,Dodge,Ram Van,DoubleOverhead Camshaft,Auto,Pale White,15001,387018047,Hatchback,Greenville,2023,4
Female,144880,Jeep,Cherokee,DoubleOverhead Camshaft,Auto,Red,14201,993013882,Sedan,Pasco,2023,4
Female,49627,Jaguar,S-Type,DoubleOverhead Camshaft,Auto,Black,27001,535469427,Passenger,Janesville,2023,4
Male,91260,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22001,852573102,Hatchback,Scottsdale,2023,4
Male,102925,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,787587841,SUV,Austin,2023,4
Male,100374,Volvo,S40,DoubleOverhead Camshaft,Auto,Red,29500,64573834,Sedan,Middletown,2023,4
Female,136498,Toyota,Corolla,DoubleOverhead Camshaft,Auto,Red,41000,605047114,Passenger,Aurora,2023,4
Female,80614,Dodge,Viper,DoubleOverhead Camshaft,Auto,Red,23000,387018047,SUV,Greenville,2023,4
Male,105008,Saab,3-Sep,DoubleOverhead Camshaft,Auto,Red,69001,993013882,Sedan,Pasco,2023,4
Male,107554,Lexus,GS400,DoubleOverhead Camshaft,Auto,Black,12001,535469427,Hatchback,Janesville,2023,4
Male,92933,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15001,852573102,SUV,Scottsdale,2023,4
Male,143701,BMW,528i,Overhead Camshaft,Manual,Black,21100,787587841,SUV,Austin,2023,4
Male,90936,Audi,A6,Overhead Camshaft,Manual,Pale White,14500,64573834,SUV,Middletown,2023,4
Male,103097,Pontiac,Grand Am,DoubleOverhead Camshaft,Auto,Pale White,26000,605047114,SUV,Aurora,2023,4
Female,101140,Volkswagen,GTI,DoubleOverhead Camshaft,Auto,Red,25000,387018047,SUV,Greenville,2023,4
Male,95585,Honda,Passport,Overhead Camshaft,Manual,Black,22500,535469427,SUV,Janesville,2023,4
Male,86221,Chevrolet,Metro,DoubleOverhead Camshaft,Auto,Black,31001,993013882,Passenger,Janesville,2023,4
Female,34266,BMW,328i,DoubleOverhead Camshaft,Auto,Black,18001,535469427,Sedan,Scottsdale,2023,4
Female,69769,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34001,852573102,Passenger,Austin,2023,4
Female,51019,Volvo,S40,Overhead Camshaft,Manual,Black,36001,787587841,Sedan,Middletown,2023,4
Male,106943,Dodge,Ram Van,DoubleOverhead Camshaft,Auto,Pale White,18001,64573834,Hatchback,Aurora,2023,4
Female,127306,Oldsmobile,Intrigue,DoubleOverhead Camshaft,Auto,Red,35001,605047114,SUV,Greenville,2023,4
Male,31111,Dodge,Dakota,DoubleOverhead Camshaft,Auto,Pale White,21001,387018047,Sedan,Pasco,2023,4
Female,133126,Chevrolet,Monte Carlo,DoubleOverhead Camshaft,Auto,Red,21001,993013882,Hatchback,Janesville,2023,4
Male,144736,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000,993013882,SUV,Pasco,2023,4
Male,81539,BMW,528i,Overhead Camshaft,Manual,Black,21001,852573102,SUV,Austin,2023,4
Female,125886,Mercedes-B,M-Class,DoubleOverhead Camshaft,Auto,Black,18500,535469427,SUV,Janesville,2023,4
Male,96426,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21001,64573834,SUV,Aurora,2023,4
Male,77795,Plymouth,Breeze,DoubleOverhead Camshaft,Auto,Red,39000,852573102,SUV,Scottsdale,2023,4
Female,106692,Hyundai,Accent,Overhead Camshaft,Manual,Black,18001,387018047,Hatchback,Pasco,2023,4
Female,124074,Chrysler,LHS,DoubleOverhead Camshaft,Auto,Pale White,20001,993013882,Hatchback,Janesville,2023,4
Male,34240,Toyota,4Runner,Overhead Camshaft,Manual,Black,25001,535469427,Sedan,Scottsdale,2023,4
Female,71219,Volkswagen,Jetta,DoubleOverhead Camshaft,Auto,Red,19001,535469427,Passenger,Janesville,2023,4
Male,81115,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18001,535469427,SUV,Janesville,2023,4
Female,114586,Honda,Accord,Overhead Camshaft,Manual,Black,43000,64573834,Sedan,Middletown,2023,4
Male,59978,Oldsmobile,Silhouette,DoubleOverhead Camshaft,Auto,Red,12000,993013882,Sedan,Pasco,2023,4
Male,147096,Infiniti,I30,DoubleOverhead Camshaft,Auto,Black,49001,605047114,SUV,Aurora,2023,4
Female,108917,BMW,528i,Overhead Camshaft,Manual,Black,21501,852573102,SUV,Scottsdale,2023,4
Female,79580,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,787587841,Hatchback,Austin,2023,4
Male,36886,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24100,535469427,Hatchback,Janesville,2023,4
Male,66233,Nissan,Altima,DoubleOverhead Camshaft,Auto,Pale White,20000,852573102,Hatchback,Scottsdale,2023,4
Male,51390,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24500,605047114,SUV,Aurora,2023,4
Female,103901,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26000,787587841,Sedan,Austin,2023,4
Male,99421,Mercedes-B,S-Class,DoubleOverhead Camshaft,Auto,Pale White,10000,535469427,SUV,Janesville,2023,4
Male,32254,Subaru,Forester,DoubleOverhead Camshaft,Auto,Black,22000,535469427,SUV,Janesville,2023,4
Male,97862,Chevrolet,Metro,DoubleOverhead Camshaft,Auto,Pale White,12000,605047114,Passenger,Aurora,2023,4
Male,122185,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25000,387018047,Sedan,Greenville,2023,4
Male,58634,Mercury,Sable,DoubleOverhead Camshaft,Auto,Pale White,26000,993013882,Sedan,Pasco,2023,4
Male,31365,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21000,535469427,Passenger,Janesville,2023,4
Male,99061,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25800,535469427,SUV,Janesville,2023,4
Male,77861,Plymouth,Voyager,Overhead Camshaft,Manual,Red,12000,852573102,Passenger,Scottsdale,2023,4
Male,114048,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,25000,387018047,SUV,Greenville,2023,4
Female,97937,Chrysler,Concorde,DoubleOverhead Camshaft,Auto,Pale White,46000,387018047,SUV,Greenville,2023,4
Female,106931,Ford,Mustang,DoubleOverhead Camshaft,Auto,Pale White,22001,787587841,Hatchback,Middletown,2023,4
Male,143871,Dodge,Caravan,DoubleOverhead Camshaft,Auto,Pale White,38001,993013882,SUV,Pasco,2023,4
Female,103142,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44500,993013882,SUV,Pasco,2023,4
Male,84927,Cadillac,DeVille,DoubleOverhead Camshaft,Auto,Red,69001,787587841,SUV,Pasco,2023,4
Male,116313,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14300,787587841,SUV,Austin,2023,4
Male,57140,Saturn,LS,DoubleOverhead Camshaft,Auto,Pale White,51000,64573834,Sedan,Middletown,2023,4
Female,100677,Mercedes-B,E-Class,DoubleOverhead Camshaft,Auto,Pale White,31000,605047114,Sedan,Aurora,2023,4
Male,140732,Pontiac,Grand Am,DoubleOverhead Camshaft,Auto,Red,19000,387018047,SUV,Greenville,2023,4
Male,48836,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,993013882,Hatchback,Pasco,2023,4
Male,143994,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,535469427,Hatchback,Janesville,2023,4
Male,148900,Porsche,Carrera Cabrio,DoubleOverhead Camshaft,Auto,Pale White,20000,787587841,Passenger,Austin,2023,4
Male,76387,Oldsmobile,Aurora,DoubleOverhead Camshaft,Auto,Red,24500,64573834,Passenger,Middletown,2023,4
Male,62706,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,605047114,Sedan,Aurora,2023,4
Male,145285,Volvo,S70,Overhead Camshaft,Manual,Black,22000,852573102,SUV,Scottsdale,2023,4
Male,99541,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14000,993013882,SUV,Pasco,2023,4
Female,112776,Acura,RL,DoubleOverhead Camshaft,Auto,Black,24000,535469427,SUV,Janesville,2023,4
Male,104044,Buick,Century,DoubleOverhead Camshaft,Auto,Pale White,17000,787587841,SUV,Austin,2023,4
Male,145069,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,787587841,Hatchback,Austin,2023,4
Male,88698,Acura,TL,DoubleOverhead Camshaft,Auto,Black,28000,64573834,Hatchback,Middletown,2023,4
Male,115710,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28000,605047114,Hatchback,Aurora,2023,4
Female,117476,BMW,323i,DoubleOverhead Camshaft,Auto,Red,19001,387018047,Hatchback,Greenville,2023,4
Male,128766,Pontiac,Grand Prix,DoubleOverhead Camshaft,Auto,Red,69001,993013882,Passenger,Pasco,2023,4
Male,51093,Pontiac,Bonneville,DoubleOverhead Camshaft,Auto,Red,19001,605047114,Hatchback,Aurora,2023,4
Male,113760,Nissan,Frontier,DoubleOverhead Camshaft,Auto,Pale White,18001,387018047,Hatchback,Greenville,2023,4
Male,148614,Dodge,Viper,DoubleOverhead Camshaft,Auto,Red,31500,993013882,SUV,Pasco,2023,4
Male,114342,Ford,Taurus,DoubleOverhead Camshaft,Auto,Black,12000,535469427,SUV,Janesville,2023,4
Female,57012,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27000,852573102,Passenger,Scottsdale,2023,4
Male,67121,Honda,Passport,Overhead Camshaft,Manual,Black,22000,535469427,SUV,Janesville,2023,4
Female,87741,Mercury,Cougar,DoubleOverhead Camshaft,Auto,Black,26001,64573834,Hatchback,Janesville,2023,4
Female,112063,Dodge,Dakota,DoubleOverhead Camshaft,Auto,Pale White,21001,605047114,Sedan,Scottsdale,2023,4
Male,124961,Toyota,Tacoma,DoubleOverhead Camshaft,Auto,Pale White,53000,787587841,SUV,Austin,2023,4
Male,63147,Infiniti,I30,DoubleOverhead Camshaft,Auto,Black,21000,64573834,SUV,Middletown,2023,4
Male,41941,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22001,535469427,Hatchback,Aurora,2023,4
Female,134071,Toyota,RAV4,DoubleOverhead Camshaft,Auto,Black,28501,852573102,Hatchback,Greenville,2023,4
Male,40559,Volkswagen,Passat,DoubleOverhead Camshaft,Auto,Pale White,32000,852573102,Hatchback,Scottsdale,2023,4
Male,136737,Volvo,S40,DoubleOverhead Camshaft,Auto,Red,29000,787587841,Sedan,Austin,2023,4
Male,75709,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,64573834,SUV,Middletown,2023,4
Male,145405,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,852573102,Sedan,Scottsdale,2023,4
Male,43946,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21000,787587841,SUV,Austin,2023,4
Male,83194,Volkswagen,Passat,DoubleOverhead Camshaft,Auto,Red,13000,64573834,Hatchback,Middletown,2023,4
Female,142665,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,535469427,SUV,Janesville,2023,4
Female,62580,Chrysler,Concorde,DoubleOverhead Camshaft,Auto,Red,19000,852573102,SUV,Scottsdale,2023,4
Female,131434,Mercury,Cougar,DoubleOverhead Camshaft,Auto,Black,26001,787587841,Hatchback,Austin,2023,4
Female,146490,Acura,RL,Overhead Camshaft,Manual,Red,31000,64573834,SUV,Middletown,2023,4
Male,85291,Pontiac,Grand Am,DoubleOverhead Camshaft,Auto,Pale White,12300,605047114,SUV,Aurora,2023,4
Male,100852,Audi,A6,Overhead Camshaft,Manual,Black,25500,387018047,SUV,Greenville,2023,4
Female,95845,Honda,Accord,Overhead Camshaft,Manual,Black,43001,787587841,Sedan,Pasco,2023,4
Male,36128,Volvo,C70,DoubleOverhead Camshaft,Auto,Black,18001,64573834,Hatchback,Janesville,2023,4
Female,125016,Chevrolet,Monte Carlo,DoubleOverhead Camshaft,Auto,Red,21501,605047114,Hatchback,Scottsdale,2023,4
Male,133446,Dodge,Viper,DoubleOverhead Camshaft,Auto,Red,23250,605047114,SUV,Aurora,2023,4
Female,88397,Saturn,SC,DoubleOverhead Camshaft,Auto,Black,33000,787587841,SUV,Austin,2023,4
Female,42444,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34001,64573834,Sedan,Middletown,2023,4
Male,141016,Ford,Expedition,DoubleOverhead Camshaft,Auto,Black,41000,993013882,SUV,Pasco,2023,4
Male,79187,Porsche,Carrera Cabrio,DoubleOverhead Camshaft,Auto,Pale White,18001,387018047,Passenger,Austin,2023,4
Male,75833,Mitsubishi,Galant,DoubleOverhead Camshaft,Auto,Pale White,36000,387018047,Passenger,Greenville,2023,4
Male,93022,Pontiac,Bonneville,DoubleOverhead Camshaft,Auto,Red,19100,993013882,Hatchback,Pasco,2023,4
Male,53074,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38500,535469427,Hatchback,Janesville,2023,4
Female,98478,Nissan,Quest,Overhead Camshaft,Manual,Black,19500,852573102,SUV,Scottsdale,2023,4
Male,76267,Audi,A4,DoubleOverhead Camshaft,Auto,Black,27000,787587841,Hatchback,Austin,2023,4
Male,147428,Oldsmobile,Silhouette,DoubleOverhead Camshaft,Auto,Red,12000,64573834,Sedan,Middletown,2023,4
Male,136973,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,535469427,SUV,Janesville,2023,4
Male,76370,Audi,A4,DoubleOverhead Camshaft,Auto,Black,27000,535469427,SUV,Janesville,2023,4
Male,138579,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,535469427,SUV,Janesville,2023,4
Male,97509,Dodge,Durango,DoubleOverhead Camshaft,Auto,Pale White,10000,852573102,SUV,Scottsdale,2023,4
Male,35973,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16001,387018047,SUV,Greenville,2023,4
Female,123698,Dodge,Ram Van,DoubleOverhead Camshaft,Auto,Black,60100,64573834,Hatchback,Middletown,2023,4
Male,101020,Oldsmobile,Intrigue,DoubleOverhead Camshaft,Auto,Red,39001,605047114,SUV,Aurora,2023,4
Female,49796,Pontiac,Sunfire,DoubleOverhead Camshaft,Auto,Black,18001,387018047,Sedan,Greenville,2023,4
Male,45145,Chevrolet,Malibu,DoubleOverhead Camshaft,Auto,Pale White,25001,852573102,SUV,Scottsdale,2023,4
Male,84298,Porsche,Boxter,Overhead Camshaft,Manual,Red,24001,535469427,SUV,Janesville,2023,4
Male,88204,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,387018047,SUV,Greenville,2023,4
Male,74872,Honda,CR-V,DoubleOverhead Camshaft,Auto,Black,31001,787587841,SUV,Austin,2023,4
Female,123293,Ford,Ranger,DoubleOverhead Camshaft,Auto,Black,61000,852573102,SUV,Austin,2023,4
Male,98828,Honda,Accord,DoubleOverhead Camshaft,Auto,Pale White,19000,852573102,Sedan,Scottsdale,2023,4
Female,133027,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,787587841,Passenger,Austin,2023,4
Male,72205,Cadillac,Catera,DoubleOverhead Camshaft,Auto,Red,28000,535469427,Hatchback,Janesville,2023,4
Male,140504,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,852573102,SUV,Scottsdale,2023,4
Female,105997,Chrysler,Sebring Coupe,DoubleOverhead Camshaft,Auto,Pale White,46001,787587841,Sedan,Austin,2023,4
Male,128766,Jeep,Wrangler,DoubleOverhead Camshaft,Auto,Red,19501,993013882,Hatchback,Middletown,2023,4
Male,31548,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,605047114,SUV,Aurora,2023,4
Female,142021,Lexus,LS400,DoubleOverhead Camshaft,Auto,Black,22501,852573102,Sedan,Greenville,2023,4
Male,68984,Volkswagen,Golf,DoubleOverhead Camshaft,Auto,Pale White,18000,787587841,SUV,Austin,2023,4
Female,92587,Mercedes-B,S-Class,DoubleOverhead Camshaft,Auto,Red,14001,64573834,SUV,Janesville,2023,4
Male,52912,Mercury,Sable,Overhead Camshaft,Manual,Red,61001,605047114,Sedan,Scottsdale,2023,4
Male,61143,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,605047114,Hatchback,Aurora,2023,4
Female,46505,Dodge,Durango,DoubleOverhead Camshaft,Auto,Pale White,10000,387018047,SUV,Greenville,2023,4
Male,41575,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,993013882,Passenger,Pasco,2023,4
Female,126995,Mitsubishi,Diamante,DoubleOverhead Camshaft,Auto,Black,18000,535469427,Hatchback,Janesville,2023,4
Female,67397,Toyota,Celica,DoubleOverhead Camshaft,Auto,Pale White,25000,852573102,SUV,Scottsdale,2023,4
Male,118402,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,787587841,Sedan,Austin,2023,4
Male,96586,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,64573834,SUV,Middletown,2023,4
Male,131678,Chevrolet,Camaro,DoubleOverhead Camshaft,Auto,Black,41000,605047114,Sedan,Aurora,2023,4
Male,120221,Ford,Taurus,Overhead Camshaft,Manual,Red,22000,387018047,SUV,Greenville,2023,4
Male,73102,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,993013882,Passenger,Pasco,2023,4
Female,43025,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,535469427,Hatchback,Janesville,2023,4
Male,113869,Mercury,Cougar,DoubleOverhead Camshaft,Auto,Black,33000,852573102,Hatchback,Scottsdale,2023,4
Female,53021,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,787587841,Passenger,Austin,2023,4
Male,144379,Chevrolet,Prizm,DoubleOverhead Camshaft,Auto,Black,16000,64573834,Hatchback,Middletown,2023,4
Female,146338,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,605047114,SUV,Aurora,2023,4
Female,41167,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85000,387018047,Passenger,Greenville,2023,4
